Trellis Document,Trellis Document Type,Trellis vdoc,Trellis Trading Partner ID,Trellis Trading Partner Name,LF ID,LF Name
resources/2jX2HnNgZUFYW45QRwLE3LW0rNg,tickets,resources/2oYU4eaVP4oHPUXjvqz6oi8AqQW,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554973,[Ticket3919]_[Comment2]_Alb-Sfwy Item List 6.30.23.xlsx
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2Jr5s8UWrXgGb2akFUtlldug,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581875,[Ticket3920]_SQF Audit - Crete 02.10.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2KmHpdfMUx30EWOfulPfapka,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581879,[Ticket3920]_SQF Audit - Monmouth 04.07.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2Kf5zlyVaoYqwNIsoqmrDfMV,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581883,[Ticket3920]_SQF Cert - Milan exp 08.14.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2KEQ14JYvdv1btis8PixTuqL,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581887,[Ticket3920]_SQF Cert - Sioux Falls exp 04.16.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2KMsJp4FBGGOk3lTHH2bY9DB,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581890,[Ticket3920]_SQF Cert - Crete exp 05.12.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2LJ55icgPK2FuAwvhMpVnYDZ,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581894,[Ticket3920]_SQF Audit - Sioux Falls 02.10.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2L7Hk06HXf6tclwNKAHWiSDe,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581899,[Ticket3920]_SQF Cert - Denison exp 12.04.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2Ky0JAUqipdK27o9l93wi8YF,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581901,[Ticket3920]_SQF Audit - Milan 05.12.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2LObsYSuXqWrmraTp5t2hSdn,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581907,[Ticket3920]_unnamed_attachment_1.png
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZosc9VxrsUxwept8j0JWG7HA,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581910,[Ticket3920]_[Comment7]_SQF Audit - Crete 02.10.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZuJkL6gQ2YKAFSzHcNJFKSqe,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581916,[Ticket3920]_[Comment7]_SQF Audit - Monmouth 04.07.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZvChc0nijOIbfgPXFj10ZYaB,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581918,[Ticket3920]_[Comment7]_SQF Audit - Milan 05.12.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZx13IAk1alFbDNtZZSq9TEif,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581924,[Ticket3920]_[Comment7]_SQF Audit - Sioux Falls 02.10.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZnwjetruWtUkF0P8wh3YqFOd,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581928,[Ticket3920]_[Comment2]_Binder1 (10).pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZrsG41L4wt2CzUGP7kjcTfIJ,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581931,[Ticket3920]_[Comment7]_SQF Cert - Crete exp 05.12.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZsZ8cdZdO0mgywwO7qY2UOEI,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581934,[Ticket3920]_[Comment7]_SQF Cert - Monmouth exp 06.22.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZqUoDvx6EPsCIXTiSi1hT8x4,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581937,[Ticket3920]_[Comment7]_SQF Cert - Sioux Falls exp 04.16.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZwBpx3m6cfjg0hvX26hv9jh2,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581943,[Ticket3920]_[Comment7]_SQF Cert - Denison exp 12.04.23.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZpYIPvriTc1PXnKICnsOEk3t,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581947,[Ticket3920]_[Comment7]_SQF Audit - Denison 09.16.22.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZtVydRM90LKQ4S8QuiNbLINH,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581950,[Ticket3920]_[Comment7]_SQF Cert - Milan exp 08.14.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2Jh1acLLPQDrwGB2whE4DOWw,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581953,[Ticket3920]_Binder1 (10).pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2KSUdrDo4oJTlcrtHkQFlUXJ,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581956,[Ticket3920]_SQF Cert - Monmouth exp 06.22.24.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2K63PaQxrdEhDvXjQV141qU4,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581958,[Ticket3920]_SQF Audit - Denison 09.16.22.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZnACgOs2eebby6SyvXh0i00n,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581959,[Ticket3920]_Conversation.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZxgZpkNv1ORWHBoYpdGS5SQT,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581960,[Ticket3920]_[Comment1]_unnamed_attachment_1.png
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2jX2JQTwBoFMgOJr6ehVQHLwRxf,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581961,[Ticket3920]_Ticket-3920.pdf
resources/2jX2JUiDPU8MxlHNZUxDcH19JwU,tickets,resources/2pBZz46LZe9wlXOQQ14P7NqJ1Jd,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581962,[Ticket3920]_[Comment3]_unnamed_attachment_1.png
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2jX2MaQ9U4VpGLKWTuRJ1tdB6LO,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554963,[Ticket3921]_Certificate of Compliance PFAS - Template 2.docx
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2oYU5pwLMBHS4qLoZkamkL7SNTb,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554967,[Ticket3921]_[Comment2]_Certificate of Compliance PFAS - Template 2.docx
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2jX2Ml3YtqaW7ynPmXWCnivRpco,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554972,[Ticket3921]_Smithfield - Stewart's Certification.pdf
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2oYU5T9WSYEzul637SMjRPquvqp,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554976,[Ticket3921]_Conversation.pdf
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2jX2MJr6RMOgU0su93BMzoOeCTZ,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554982,[Ticket3921]_Ticket-3921.pdf
resources/2jX2MOm0ylPJKCyIMMjON5mqQKl,tickets,resources/2oYU5zp2zRjuS1c6InX8PrPzLAN,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554985,[Ticket3921]_[Comment3]_Smithfield - Stewart's Certification.pdf
resources/2jX2NW65lTCjydjxuYhByJIuV3H,tickets,resources/2jX2NR6URAd9YMs2zmyEbSl92o7,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554964,[Ticket3922]_Ticket-3922.pdf
resources/2jX2NW65lTCjydjxuYhByJIuV3H,tickets,resources/2oYU6Au0fbYG4IkfHRw1A5PS3Px,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554969,[Ticket3922]_Conversation.pdf
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2Q1NLh3UM2v1VO7HsyzeHEHz,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581849,[Ticket3923]_all beef 2 (003).jpg
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2Q562eFdWUSoy0px0FHVmjLK,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581852,[Ticket3923]_Cattle Maturity Letter - Arby's Roast Beef 2023.pdf
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2QZWC1vawMgsLGHrrFE9bcqy,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581854,[Ticket3923]_unnamed_attachment_2.eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2Qhz9MhmGTCwOnN5x6HVMJJr,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581860,[Ticket3923]_unnamed_attachment_1.png
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZpyBSGrwGjofvessGbQpDrgo,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581863,[Ticket3923]_[Comment5]_all beef 1.jpg
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZsEimQMGJH7RcHNtkOLNdF0j,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581867,[Ticket3923]_[Comment8]_Cattle Maturity Letter - Arby's Roast Beef 2023.pdf
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZoIO1FaUBQT1ff4D8mWKX87D,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581871,[Ticket3923]_[Comment2]_unnamed_attachment_2.eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZpE4yre6W1fvJfM1n5rVo1el,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581876,[Ticket3923]_[Comment2]_unnamed_attachment_1.eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZrFl1jRZ7r84DI0CMYRQPCLz,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581880,[Ticket3923]_[Comment5]_all beef 2 (003).jpg
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2PgvsTnEOQwfRbI2dO7BCXFI,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581884,[Ticket3923]_all beef 1.jpg
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZnSXJJ66RqY6HyvF6beH9bSX,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581888,[Ticket3923]_Conversation.pdf
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2QiJCXCnAF3u439JdIDeZucb,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581892,[Ticket3923]_unnamed_attachment_1.eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZsyEYozBXF0CWuHG5hSiN92H,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581897,[Ticket3923]_unnamed_attachment_2 (2).eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZu0TxxvvmkJ4AAtQCvHFUn0Z,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581905,[Ticket3923]_unnamed_attachment_1 (2).eml
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2jX2Ofyuu65YBZLbFDSIiNLwtz8,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581909,[Ticket3923]_Ticket-3923.pdf
resources/2jX2ObdicjkbhMW6DrJNNuAi2Of,tickets,resources/2pBZuoM5xrcAe59ECj2t111AJgk,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1581914,[Ticket3923]_[Comment1]_unnamed_attachment_1.png
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2jX2RzBjcY4d1bYSKHhJDehQekm,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554978,[Ticket3924]_GDP Cert - Americold (Salt Lake).pdf
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2oYUAv14jGoNc47MYrN2iLfAxW4,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554981,[Ticket3924]_[Comment3]_GDP Audit - Americold (Salt Lake).pdf
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2oYUAjmj9jmYtBREaqMb7DBjriO,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554986,[Ticket3924]_Conversation.pdf
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2jX2RvVjfFcqtidpNwJqcvBmx3l,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554988,[Ticket3924]_GDP Audit - Americold (Salt Lake).pdf
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2jX2Rd1zyIEzqRGw4riP9oKC5CT,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554990,[Ticket3924]_Ticket-3924.pdf
resources/2jX2RcO7uyzCDG90xAVe7gTlivC,tickets,resources/2oYUB6fpahmA49RbZrljolOLy5D,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1554994,[Ticket3924]_[Comment3]_GDP Cert - Americold (Salt Lake).pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2YSvQmzgUe4ou42qGgLdYrEA,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582609,[Ticket3925]_Foreign Material Control Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2ZDbliBQ844iuytt4ogGP53u,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582613,[Ticket3925]_Gluten Free Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2YXo6wHSXiSO2Jv0MCz0VOit,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582619,[Ticket3925]_Micro Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2XSAxNblGCs7xvfuVBF1DLFI,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582623,[Ticket3925]_Alta Tesse New Vendor Form.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2YczF9qr66iOMHfTPtmCEiUB,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582630,[Ticket3925]_COA Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2Z0mG2jGQOG473WbYEzeWAuq,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582634,[Ticket3925]_Halal	 Kosher	 and Organic Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2XUi1h0N0yfIcVAZ8Y69sVku,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582639,[Ticket3925]_AltaTesseACHWireForm.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2afvz8JvXP99o26yfmgLrPpG,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582643,[Ticket3925]_1.06.02 QA3.21 - Supplier approval packet[78].docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2Ykeoz87QjtnW3Khe9RjEaIm,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582648,[Ticket3925]_Crisis Management Team and 24-Hour Contact Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2ZS0FW2ao4Gd0F6QbrHWUSdn,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582653,[Ticket3925]_FSVP Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2ajbran9xFMI4V7TYc5Amypg,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582657,[Ticket3925]_1.06.02 QA3.21 - Supplier approval packet 7.17.23.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2Y2Penuyiy7lcigaoD37AeQp,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582663,[Ticket3925]_SQF Cert - Cudahy exp 10.09.23.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2auHj8dqmNI0XA0DOuidlk6H,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582667,[Ticket3925]_unnamed_attachment_1.png
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2jX2ZYBXgw3Z0ZqUcYKiMVTyjGm,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582671,[Ticket3925]_MOI exp 04.30.24.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBZqlB8dMJwmAIMTavoPTtriBk,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582676,[Ticket3925]_[Comment2]_Alta Tesse New Vendor Form.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBZrwZYHeCLt0VKgeI33hCS5DE,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582681,[Ticket3925]_[Comment2]_1.06.02 QA3.21 - Supplier approval packet[78].docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBZsnVqmxUy1vRtKJiqVdf6Iet,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582685,[Ticket3925]_[Comment2]_AltaTesseACHWireForm.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBa5G65YWVzbBO22HtMjJU2mH3,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582689,[Ticket3925]_[Comment5]_Halal	 Kosher	 and Organic Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBa767l3tzc8wxBLYsvsxmziVs,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582695,[Ticket3925]_[Comment5]_SDS Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaMjsqsll4Lp7Ci81RCWL6cN2,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582699,[Ticket3925]_[Comment5]_1.06.02 QA3.21 - Supplier approval packet 7.17.23.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBa2flzbCDQRYknOYz5pcsCJb4,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582703,[Ticket3925]_[Comment5]_Crisis Management Team and 24-Hour Contact Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaOt4tS7G7hkLDZlQY7Y2oOGD,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582709,[Ticket3925]_[Comment6]_1.06.02 QA3.21 - Supplier approval packet[78].docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaQvCPZIvwMNxly7Yrm2Y10xl,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582715,[Ticket3925]_[Comment6]_Alta Tesse New Vendor Form.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaSZJnbv805JR8vaXPyi8e6dI,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582719,[Ticket3925]_[Comment6]_AltaTesseACHWireForm.docx
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBZwt0sbvzCpwhmjRn5YVQdFvI,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582724,[Ticket3925]_[Comment5]_BE Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBa3odEkRCPycCUB0hmL8mD2uK,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582729,[Ticket3925]_[Comment5]_Food Security Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBa8mtvJuG3pFuGSNCZXKppHes,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582732,[Ticket3925]_[Comment5]_Food Safety Letter 2023.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaBRHI9vhkFboFKvR2rdFb72R,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582736,[Ticket3925]_[Comment5]_Label Description.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaTzj6VJGhpSUeUNW4FozSXA2,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582742,[Ticket3925]_[Comment7]_SQF Cert - Cudahy exp 10.09.23.pdf
resources/2jX2SxMaxWSABhzyi8zrFyHYFgb,tickets,resources/2pBaVRtEoAGvht2w09IJj5d32LL,resources/2TA8ikqFp44u7nfz2UYK7FQweF1,Smithfield Foods,1582746,[Ticket3925]_[Comment8]_1.06.02 QA3.21 - Supplier approval packet[78].docx
